Branch Code,Branch Name,IFSC Code,Address,State
Br Code,Br. Name,IFSC Code,Branch Addres,State
0785,Gurgaon - Sector 49,YESB0000785,"Yes Bank Limited, Ground Floor, Shop No. 49, 50 & 52, Eros City Square, Rosewood City, Sector - 49, Gurgaon - 122 002, Haryana",Haryana
0786,Kolkata - Dalhousie Ii,YESB0000786,"YES Bank Limited,16, N S Road, Bhandari House, Ground Floor, Kolkata - 700001",West Bengal
0787,Ladwa,YESB0000787,"Ground Floor, Khasra no. 255 (3-17), village Ladwa, Sub-Tehsil Ladwa,  Hadbast No. 76, Distct. Kurukshetra Haryana - 136132",Haryana
0788,Tigaon,YESB0000788,"Ground Floor, Khasra no. 87//18/2/2/1/3 , Karoli more, Village Tigaon, Tehsil and Dist. Faridabad, Haryana – 121101.",Haryana
0792,Jalalpur,YESB0000792,"Ground Floor, Property No.  445 In Jalalpur Vajifa Gram Panchayat Of Mouje Jalalpur Vajifa, Dholka, District Ahmedabad,  Gujarat. Pin – 382225",Gujarat
0794,Kadi,YESB0000794,"Ground Floor, “Natraj House”, Survey No: 289/1, Plot No: 5, Highway Chaar Rasta, Opp. Kisan Petrol Pump, Taluka: Kadi, Sub District: Kadi Kasba Dist: Mahesana, Gujarat. Pin – 382715.",Gujarat
0795,Kolkata - Ballygunge,YESB0000795,"Ground Floor, 45 Jhowtola Road, Ballygunge, Kolkata, West Bengal. Pin - 700019",West Bengal
0796,Ramganj Mandi,YESB0000796,"Yes Bank Ltd, Ground Floor,Plot No A&B,Bazar No1,Ramganjmandi, 326519",Rajasthan
0797,Fatehgarh Churiyan,YESB0000797,"Ground Floor, Hadbast No.366 At Khata No.781/1065, Comprised Under Khasra No. 102//8/2 (7-14), Village & Tehsil Fathegarh Churian, Distt. Gurdaspur,Punjab-143602",Punjab
0798,Farrukh Nagar,YESB0000798,"Ground Floor, Khasra No. 130//1/2/2/3 , Ward No. 8, Near New Anaj Mandi, Wazirpur Road, Farrukh Nagar, Gurgaon , Haryana - 122506",Haryana
0799,Samrala,YESB0000799,"Ground Floor, Hadbast No. 127 At Khata No. 838/866, Comprised Under Khasra No. 65//1/3 (1-13) , Village & Tehsil Samrala, Distt. Ludhiana, Punjab-141114",Punjab
0800,Delhi - Asaf Ali Road,YESB0000800,"Ground Floor, 4/11, Asaf Ali Road, New Delhi - 110002",Delhi
0811,Mudhol,YESB0000811,"Part Ground Floor, Vishwanath Plaza, Ranna Circle, Lokapur Road, Mudhol, Bagalkot (District) – 587313",Karnataka
0813,Dholka,YESB0000813,"Shop No. 21, 22 & 23, Ground Floor, “Tirth Complex”, Survey No.1998/2, Khata No: 5042, Adjacent To Poonam Society On Kheda - Bagodra Highway, Near Apmc Market, Dholka, Ahmedabad, Gujarat. Pin – 382225",Gujarat
0814,Visnagar,YESB0000814,"Ground Floor, Plot No. 42 Paikki, Apmc Visnagar Market Yard, Mouje Visnagar Kasba, Visnagar, Mahesana, Gujarat. Pin – 384315.",Gujarat
0815,Sausar,YESB0000815,"Ground Floor, Kh. Nos. 629/1/6 And 629/1/27, P. H. No 9 Mouza – Sausar, Tehsil Sausar District – Chindwara, Madhya Pradesh - 480106",Madhya Pradesh
0816,Pandhurna,YESB0000816,"Ground Floor, P No 53, Ward No 27 A, Station Road, Pandurna, Chhindwara, Madhya Pradesh. Pin - 480334  .",Madhya Pradesh
0817,Hyderabad - Ramanthapur,YESB0000817,"Part Ground Floor, Aarini Arcade, Pragati Nagar, Ramanthapur, Hyderabad – 500007",Telangana
0818,Umreth,YESB0000818,Ward No.5 Mordongri Road Umreth Dist Chhindwara-480441,Madhya Pradesh
0819,Taj Nagar,YESB0000819,"Ground Floor, Mustkil No. 48 , Kila No-15/1. Taj Nagar, Tehsil- Farukhnagar, Gurgaon, Haryana - 122506",Haryana
0820,Madlauda,YESB0000820,Near Hdfc Bank Ltd. Kavi Road Madlauda Distt. Panipat -132113,Haryana
0821,Dehgam,YESB0000821,"Part Ground Floor, “Jalaram Timber”, Survey No.4367 Of Mouje Dehgam, Naroda - Dehgam Road, Dehgam, Gandhinagar, Gujarat. Pin – 382305.",Gujarat
0822,Amalner,YESB0000822,"Gr. Floor, T.P. No.51/7, Maharana Pratap Marg, Amalner, Dist Jalgaon - 425401",Maharashtra
0823,Jamkhandi,YESB0000823,Ground And First Floor 1889/A1 Umarameshwar Compound Jamkhandi 587301,Karnataka
0824,Shahbad,YESB0000824,"Ground Floor Ward No. 10 Ladwa Road, Shahbad, District Kurukshetra Haryana , 136135",Haryana
0826,Harsawa Bara,YESB0000826,"Shop No 1,2,3, Harsawa Bara, Dist Sikar, Rajasthan- 332301",Rajasthan
0827,Jaitaran,YESB0000827,"Ramdev Plaza, 17 Nimaj Road, Jaitaran, Rajasthan- 306303",Rajasthan
0828,Sojat Road,YESB0000828,"Plot No 14, Maharana Pratap Circle, Fulad Road, Sojat Road, Rajasthan - 306103",Rajasthan
0829,Pehowa,YESB0000829,"Ground Flr, Property No. 0152/0154 Hadbast No.41, Ward No.11 Nand Colony No.1 Kaithal Rd Pehowa , 136128",Haryana
0830,Nabha,YESB0000830,"Ground Floor, Khata No. 2270/3318, Khasra No. 153/19, Village & Tehsil - Nabha, District Patiala, Punjab. Pin – 147201.",Punjab
0831,Bhawani Mandi,YESB0000831,"Yes Bank Ltd, Near Sbbj Bank, Nehru Park Circle, Bhawanimandi,Jhalawar, Rajasthan, 326502",Rajasthan
0832,Hasnapur,YESB0000832,"Part Ground Floor, Property No. 48, Bahuchar Mataji Mandir, At Hasnapur Soja, Post – Hasnapur, Taluka - Vijapur, Dist. - Mahesana, Gujarat. Pin – 382870.",Gujarat
0836,Lalsot,YESB0000836,"Jain Nasiya Ke Paas, Gangapur Road Lalsot, Rajasthan-303503",Rajasthan
0837,Indapur,YESB0000837,"Ghar No. 125, Plot No. 9/3/B, Municipal Council Ward No. 9, At Post – Ambicanagar, Indapur, Taluka- Indapur, Dist. Pune, Maharashtra. Pin: 413106",Maharashtra
0839,Udaipurvati,YESB0000839,"Yes Bank Ltd, Jhunjhunu Road Front Of New Sabji Mandi Udaipur Wati Udaipur Wati Rajasthan 333307",Rajasthan
0840,Gurgaon - Sohna Road,YESB0000840,"Shop No 19,20 And 21 Ground Floor, Jmd Galleria, Sohna Road, Gurgaon, Haryana 122001",Haryana
0841,Surat - Sahara Darwaza,YESB0000841,"Shop No.9 & 10, Orbit Towers, Opp. Apmc Market, Near Sahara Darwazaa, Ring Road, Surat Gujarat - 395003.",Gujarat
0842,Ahmedabad - Naroda,YESB0000842,"Shop No :- Krishna Arcade, Shop No. 5, Plot No. Cm-10, Near Telephone Exchange, G.I.D.C. , Naroda, Ahmedabad - 382330",Gujarat
0844,Amritsar - Ranjit Avenue,YESB0000844,"Ground Floor , Sco -35, Ranjit Avenue Amritsar Punjab-143001",Punjab
0845,Mahalingpur,YESB0000845,"Part Ground Floor, 1689 /96,Bank Steet Apmc Road,Mahalingapur - 587312",Karnataka
0847,Parner,YESB0000847,"Shiv Pushpa Building, City Survey No. 1712, House No. 506, Parner, District – Ahmednagar, Maharashtra. Pin: 414302",Maharashtra
0848,Srigonda,YESB0000848,"City Survey No. 2396/1, Shrigondha, District – Ahmadnagar, Maharashtra. Pin: 413701",Maharashtra
0849,Borsad,YESB0000849,"Shop No. 29 - 33, Ground Floor, “Bhaishree Mall”, Opp. Telephone  Exchange , Survey No: 1688, Borsad, Dist. Anand, Gujarat. Pin: 388540.",Gujarat
0852,Nandgaon,YESB0000852,"Shop No. 3 & 4, At Post: Nandgaon, Taluka: Karveer, Dist: Kolhapur, Maharashtra; Pin – 416207.",Maharashtra
0856,Daund,YESB0000856,"Shop No. 2, Swapna Samrat Building, Plot Nos. 17,18,22 & 23, Daund, Dist: Pune, Maharashtra; Pin – 413801.",Maharashtra
0857,Sangrur,YESB0000857,"Ground Floor, Khewat Khatouni no-887/1632-1634, Village Sangrur B, Hadbast no-23, Sangrur, Punjab-148001",Punjab
0858,Raver,YESB0000858,"Shop No. 3&4,Ground Floor,Plot No. 9 Cts 2259/60, Station Road,Raver, Jalgaon Maharashtra-425504.",Maharashtra
0859,Hukkeri,YESB0000859,"Yes Bank Ltd. Part Ground Floor, Kamal Complex, Cts No. 2399/1, Main Road Hukkeri, Belgaum - 591309",Karnataka
0862,Anandnagar,YESB0000862,"Ground Floor, Property No. 786, Gat No. 18/1 , Anandnagar, Walchand Road, Taluka: Indapur,  Dist: Pune, Maharashtra: Pin- 411 114.",Maharashtra
0863,Aklimpur,YESB0000863,"Ground Floor, Mustakil No. 28, ,Village- Aklimpur, Tehsil & Distt. – Gurgaon, Haryana - 122101",Haryana
0865,Shahapur,YESB0000865,"Part Grd Flr,Plots No 64/06 64/30Old No. 10-85(72), B.B. Roadshahapur, Karnataka- 585223Shahapurkarnataka585223",Karnataka
0867,Sohna,YESB0000867,"Upper Grnd Flr Mustatil No 219, Killa No17-3,7 15 Ward No 5, Shiv Colony Sohna, Gurgaon 122013 Haryana",Haryana
0868,Dhariwal,YESB0000868,"Ground Floor, Khasra No. 423/2/2 (0-6), 423/2/3(0-9),423/2/4(0-18) Situated At G.T Road, Dhariwal, District Gurdaspur , Punjab-143519",Punjab
0869,Assandh,YESB0000869,"Ground Floor, Khasra No. 1372/3 , 1372/1(0-1) & 1372/3(0-2), Village Assandh, Tehsil – Assandh,Pin - 132039, Hadbast No. 84, Distt. Karnal, Haryana",Haryana
0870,Punjabi Bagh Ii,YESB0000870,"Yes Bank Ltd Ground Floor, Plot No-33 , North West Avenue Road, Punjabi Bagh, New Delhi-110026",Delhi
0871,Jaysinghpur,YESB0000871,"Plot No. 234, Station Road, Galli No. 8, Jaysinghpur, Taluka: Shirol, Dist: Kolhapur, Maharashtra; Pin: 416101",Maharashtra
0873,Uruli Kanchan,YESB0000873,Shop No2 Uppr Grnd Flr Vaibhav Compgat No 1001 At Vill Uruli Kanchantal: Haveli Pune-412202 Maharashtrapunemaharashtra412202,Maharashtra
0874,Pimpalgaon Wakhari,YESB0000874,"Shop 6,7 &8, Rakmabai Shopping Complex, Pimpalgoan Wakhari , Taluka Deola, District Nashik, Maharashtra: Pin- 423102",Maharashtra
0875,Pasina Khurd,YESB0000875,"Gf, Khasra No. 152(1-11) Village Pasina Khurd, Tehsil–Bapolihadbast No. 49, Distt. Panipat-132104",Haryana
0877,Raja Kheri,YESB0000877,"Ground Floor, Khasra No. 387 Village Raja Kheri, Tehsil – Bapoli Hadbast No. 25, Dist. Panipat 132103",Haryana
0878,Sasvad,YESB0000878,"Shop No.1,2,3, Ground Floor, , Situated At Village Saswad S.No.1470, Taluka Purandar, District Pune, Maharashtra: Pin- 412 301",Maharashtra
0880,Bagalwad,YESB0000880,"Ground Floor, Shop No.1 & 2, No.838, Bagalwad Village, Mallata Hobli, Manvi Taluk, Raichur District- 584120.",Karnataka
0883,Falna,YESB0000883,"Ground Floor, Ward No.9, Opposite Pnb Bank, Bali Falna Road, Falna, Dist Pali, Rajasthan -306116",Rajasthan
0884,Rani,YESB0000884,"Ground floor, House nos 514/4, Kenpura Road, Rani, District: Pali, Rajasthan, Pin : 306115",Rajasthan
0885,Bisapur Kalan,YESB0000885,"Ground Floor, Khasra No. 502/ 3, And 494, Mouza Bisapur Kala, Tehsil Mohked, District Chhindwara -480001",Madhya Pradesh
0887,Kagal,YESB0000887,"Ground Floor, C.T.S. No. 533/2/B, Sangao Ring Road,  A/P: Kagal, T: Kagal, Dist: Kolhapur, Maharashtra; Pin: 416216",Maharashtra
0890,Sunam,YESB0000890,Mata Modi Road Near Laxmi Palace Opposite Dawwat Resturent Sunam Punjab 148028,Punjab
0891,Sirhind,YESB0000891,"Ground Floor, Khata No. 87/114, 86, Comprised Under Khasra No. 44//24/2 Min (0-17), Situated At Village Sirhind, Tehsil & District Fathegarh Sahib, Punjab-140406.",Punjab
0892,Doraha,YESB0000892,"Ground Floor, Khata No. 465/470, Comprised Under Khasra No. 1130/2 (2-4), Situated At Village Hadencha, Tehsil Payal , Doraha , District Ludhiana, Punjab- 141421.",Punjab
0893,Jagraon,YESB0000893,"Ground Floor, Khata No. 119/1236, 1237/1238, Khasra No. 600 Min (11-18), 600 Min (5-6), 601 Min (0-14), 601 Min (6-0) Situated At Village Agarwar Gujra 1, Tehsil Jagraon, District Ludhiana, Punjab-142026 .",Punjab
0894,Karari,YESB0000894,"Ground Floor, Khata No. 14/28, 15/29, Comprised Under Khasra No. 120 (2-8), 13//20/3 (0-19), Situated At Village Karari, Tehsil Adampur, District Jalandhar, Punjab -144301 .",Punjab
0895,Bhakriana,YESB0000895,"Ground Floor, Khata No. 88/133, Comprised Under Khasra No. 1075 (0-2), Situated At Village Bhakhriana, Tehsil Phagwara, District Kapurthala, Punjab-144401.",Punjab
0897,Shahpura (Jaipur),YESB0000897,"Yes Bank Ltd.,Ground Flr,Ward No.12,Old Bus, Patta No.523,524,525,Pipalya Tiraya,Shahpura, Jaipur -303103",Rajasthan
0898,Nilokheri,YESB0000898,"Yes Bank Ltd , Ground Floor , Shop No 22, Near Anaj Mandi, Neel Nagar, Nilokheri, Karnal 132117",Haryana
0902,Mahad,YESB0000902,"Shop Nos 1 &2, Ground Floor, Wing A Survey No. 166/B, C.T.S. No. 24 18, Tambad Bhavan , Mahad, District Raigad, 402 301",Maharashtra
0910,Kekri,YESB0000910,"Yes Bank Ltd, Ground Floor Patta No 56 Singhal Palace, Dande Ke Raste Ki Gali Jaipur Road, Kekri - 305404",Rajasthan
0911,Bhawanigarh,YESB0000911,"Yes Bank Ltd Ground Floor, S.C.F No-2, New Mandi Township ( New Grain Market), Bhawanigarh, District Sangrur, Punjab-148026",Punjab
0912,Jaipur - Pratap Nagar,YESB0000912,"Ground Floor & Basement, Commercial Plot No.-08/Sp-51,Sector 8, Pratap Nagar,Sanganeer,Jaipur-302033",Rajasthan
0913,Nawalgarh,YESB0000913,"Yes Bank Ltd, Khasra No 2439 Navalgarh Dist Jhunjhunu Jhunjhunu Rajasthan 333042",Rajasthan
0914,Palus,YESB0000914,Grnd Flr Aayush House No 1227 C T S No 1095 Palus Sangli- 416310 Maharashtra,Maharashtra
0915,Shevgaon,YESB0000915,"Ground Floor , Kaka Niwas,House No 1804, Shastry Nagar, Miri Road, Shevgoan, Ahmednagar ,Maharastra 414502",Maharashtra
0916,Sangamner,YESB0000916,"Ground Floor , S. No 151, New Nagar Road, Opp Bus Stand, Sangamner, Ahmednagar ,Maharastra 422605",Maharashtra
0917,Tasgaon,YESB0000917,"Ground Floor, Mangalmrty House No 27/42/43A, Cts No. 2742 & 2743, Tasgaon, District Sangli 416312",Maharashtra
0918,Bangalore - Old Airport Road,YESB0000918,"Unit No.004, Ground Floor,Old Airport Road, Kodihalli,Bangalore - 560 008",Karnataka
0920,Vadgaon,YESB0000920,Grnd Flr Shop Bearing Nos 37 To 39 Shanti Deep Complex Wadgaon Mavalpune-412106 Maharashtra,Maharashtra
0921,Shirur,YESB0000921,"Yes Bank Ltd,Shop Num 1 & 2, Sai Business Court ,Surajnagar,Pune Nagar Road,Shirur,Tal Shirur,Dist Pune,Maharashtra,Pin 412210",Maharashtra
0923,Old Panvel,YESB0000923,"Branch Name : Shop No. 2,3,4,5 And 6, Ground Floor, Sai Sneh Chs Ltd., Plot No. 230/1, Behind Mtnl Building, Old Panvel, Raigad, Maharashtra. Pin – 410 206",Maharashtra
0924,Bangalore - Gandhi Bazaar,YESB0000924,"No 185 Ground Floor Srirangam Gandhi Bazaar Main Road, Bangalore Karnataka - 560004 Bangalore Karnataka 560004",Karnataka
0925,Chennai - Mount Road,YESB0000925,"Yes Bank Ltd, Part Of Ground Floor, Door No. 225/3, Old No. 167, Mount Road, Chennai - 600002.",Tamil Nadu
0926,Kothapet,YESB0000926,"Part Ground Floor, Sreshta Platinum,Lb Nagar Main Road, Kothapet,Hyderabad – 500 035",Telangana
0927,Chennai - Sowcarpet,YESB0000927,"Yes Bank Ltd , Ground Floor, 377, Mint Street, Sowcarpet, Chennai - 600079",Tamil Nadu
0928,Greater Mumbai - Vikhroli West,YESB0000928,"Yes Bank Ltd. Ground Floor, Shop No.2, Ganga House, Plot No.110, Lbs Marg, Vikhroli – West, Mumbai, Maharashtra, Pin - 400 083",Maharashtra
0929,Surat - Udhna Darwaza,YESB0000929,"Abc.Part Higher Ground Floor, Rivaa House Ward No 2 Ring Road Udhna Darwaza Surat, Gujarat -395002",Gujarat
0930,Mangalore - Kadri,YESB0000930,"G-01, Ground Floor, “Bellissima”, 87A, Kadri Market Road, Kadri Village, Mangalore – 575002",Karnataka
0931,Bangalore - Marathahalli,YESB0000931,"Ground Floor, No. 89/1, “Raja Ikon”, Muenkolal, Marathahalli, Bangalore – 560039",Karnataka
0932,Delhi - Sector 17 Dwarka,YESB0000932,"Yes Bank Ltd, Branch Name : Plot No. 230, Block A2, Sector 17 Dwarka, Atulya Chowk, New Delhi - 110075",Delhi
0933,Nagpur - Khamla Square,YESB0000933,"Ground Floor,“Shreeji House”,Plot No. 39,Kotwal Nagar,Khamla Square,Ring Road,Nagpur – 440022",Maharashtra
0934,Amreli,YESB0000934,"Showroom No.1,Ground Floor, Angel Cine World, Bhagwati Chowk,Manekpara,Amreli-365601",Gujarat
0935,Vadodara - Raopura,YESB0000935,"Ground And Part 1St Floor, “Suryadeep ” , Opp. Khadi Gram Udyog, Kothi Chaar Rasta, Raopura, Baroda, Gujarat. Pin – 390001.",Gujarat
0936,Chaurai,YESB0000936,Ph 88 Bandobast 93 Chhindwara Seoni Road Chaurai Tehsil Chauri District Chhindwara Pin 480115,Madhya Pradesh
0937,Imlikheda,YESB0000937,"Kh No. 44/6 & 44/12, Ph No.15Bandobastno No. 7, Imlikheda Tahsil,Districtchindwara Madhya Pradesh 480001Chhindwaramadhya Pradesh480001",Madhya Pradesh
0938,Jodhpur Ii,YESB0000938,"Grd,Mezzanine Flr Sanskriti Tower Plot No. 5, Ligh Sector- 3 Masuria Scheme, Chopasni Road Jodhpur Rajasthan- 342003",Rajasthan
0939,Malerkotla,YESB0000939,"Ground Floor, Khasra No-2578 To 2594, Thandi Sadak, Malerkotla, Punjab-148023",Punjab
0940,Sawai Madhopur,YESB0000940,"Ground Floor, Plot No 1D,1C And 15Alanpur Link Road, Ranthambor Circle ,Sawai Madhopur Rajasthan-322001",Rajasthan
0941,Changanassery,YESB0000941,"Ground Floor, Marks Square, Mathumoola, Vazhappally P.O., Changanassery, Kottayam District, Kerala - 686103.",Kerala
0942,Tuticorin,YESB0000942,"Yes Bank Ltd, Part Ground Floor, 187A, P C Road West, Tuticorin, Tamilnadu - 628 008",Tamil Nadu
0943,Virar,YESB0000943,"Ground floor, Shop No. 6,7,8, A001- Celestial Apt Co. Op. Hsg. Soc., Village Achole, Vasai - Nallasopara Link Road, Vasai (E) - 401205",Maharashtra
0944,Dehradun - Chakrata Road,YESB0000944,"Yes Bank Ltd, Ground Floor, Property No. 121/102 & 119/2, Chakrata Road, Pargana Central Doon, Dehradun, Uttrakhand Pin 248001",Uttarakhand
0946,Bangalore - Frazer Town,YESB0000946,"Ground Floor, No. 58, Coles Road, Frazer Town, Bangalore – 560051",Karnataka
0947,Pune - Kharadi,YESB0000947,"Yes Bank Ltd, Ground Floor, Unit No 5, Kul Scapes, Kharadi, Pune 411014",Maharashtra
0948,Vijayawada Ii,YESB0000948,"Ground Floor, 29-37-21, Durga Agraharam, Eluru Road, Vijayawada, Andhra Pradesh – 520002",Andhra Pradesh
0949,Parasia,YESB0000949,Khasra No. 644 Dongar Parasia Ward No. 08 Tehsil Parasia District Chhindwara-480441,Madhya Pradesh
0950,Mandawa,YESB0000950,"Yes Bank Ltd, Ground Floor Ward No. 5 Main Market Mandawa Dist Jhunjhunu Rajasthan 333704",Rajasthan
0951,Pune - Kothrud,YESB0000951,"Ground Floor, Shop No.4, “Sangam Solitaire”, Sangam Press Road, Kothrud, Pune, Maharashtra : 411038",Maharashtra
0952,Faizabad,YESB0000952,"Yes Bank Ltd, Ugf Mukut Complex, Rekabganj, Faizabad, 224001",Uttar Pradesh
0953,Bhatinda Ii,YESB0000953,"Ground Floor , No 3264, Kikkar Bazaar , Bathinda -151001",Punjab
0954,Dombivili (E),YESB0000954,"Ground Floor,“Jaykul Arcade”, Manpada Road, Dombivali (E), Taluka Kalyan, District Thane : 421201",Maharashtra
0955,Tinsukiya,YESB0000955,"Gf, Building At Holding No- 4487/A, Ward No 11, Near Blood Bank, Senairam Lohia Road, Tinsukia-786125, Assam",Assam
0956,Batala,YESB0000956,"Ground Floor , Plot No -10 , Shastri Nagar , Jalandhar Road , Batala -143505",Punjab
0957,Rawatsar,YESB0000957,"Yes Bank Ltd, Shop No 73 Grain Market Rwastar Dist Hanumangarh Rajasthan 335524",Rajasthan
0958,Sangaria,YESB0000958,"Yes Bank Ltd, Sangaria Shop No 264 And 265 Nai Anaj Mandi Ward No. 7 Sangaria  Dist Hanumangarh Rajasthan 335063",Rajasthan
0959,Pilibanga,YESB0000959,"Yes Bank Ltd, Ground Floor Plot No. 177 Genaral Market Ward No. 09 Pilibanga Dist Hanumangarh Rajasthan 335803",Rajasthan
0960,Samana,YESB0000960,"Yes Bank Ltd, Gr. Floor, S.K Complex, Main Road , Aggarsain Chowk Samana, Punjab, Pin No.-147101",Punjab
0961,Mansa,YESB0000961,"Khasra No.1101/1102, Near Mansa Chowk, Water Works Rod, Mansa - 151505",Punjab
0962,Patran,YESB0000962,"Opp Grain Market, Near Easy Day, Jakhal Road, Patran, Pataiala - 147105.",Punjab
0963,Rampura Phul,YESB0000963,Mc No-B 30/6 Ground Floor Near Bank Of India Bank Bazar Rampura Phool -151103,Punjab
0964,Jaiton,YESB0000964,"Opp. Trolly Union, Hospital Road, Jaiton - 151202.",Punjab
0965,Sikar,YESB0000965,"Gr Floor, Khasra No.124/4, Jaipur Road, Devipura, In Front Of Industrial Area, Sikar – 332001.",Rajasthan
0966,Amargarh,YESB0000966,"Ground Floor, Khasra No. 246/247/248/345/349, Malerkotla Road, Amargarh, Tehsil Malerkotla, Dist. Sangrur, Punjab - 148022.",Punjab
0969,Pipli,YESB0000969,"Yes Bank LTD Ground Floor, Khewat / Khatouni No. 15/25, Khasra No. 153/ 1(2-2), Village Pipli, Thanesar Road, Near Geeta Dwar, Opposite Sindhi Sweets, Pipli Dist. Kurukshetra, Haryana -136131",Haryana
0970,Naraingarh,YESB0000970,Ground Floor Chandigarh Chowk Naraingarh Distt Ambala 134203,Haryana
0971,Ismailabad,YESB0000971,"G F, Ambala Hissar Road, Near Grain Market, Tehsil – Ismailabad,Dist - Kurukshetra, Haryana- 136129",Haryana
0972,Mandi,YESB0000972,"Ground Floor, Hotel Comfort, Khasra No. 2332/2190, Rewalsar Road, Mandi, Himachal Pradesh- 175001",Himachal Pradesh
0975,Kotkapura,YESB0000975,"Bs-336, Adj. Street No.5, Lajpat Nagar, Kotkapura , District Faridkot, Punjab-  151204.",Punjab
0976,Greater Mumbai - Juhu Tara Road,YESB0000976,"Ground Floor, Shop No. D & E, High Tide Building, Juhu Tara Road, Juhu, Mumbai 400 049",Maharashtra
0978,Delhi - Mahavir Enclave,YESB0000978,"Yes Bank Ltd, Devraj Tower ,Ground Floor Dabri Palam Road, Above Easy Day, New Delhi-110045",Delhi
0980,Bhadson,YESB0000980,"Ground Floor Scf 15, Dana Mandi Bhadson Distt Patiala 147202",Punjab
0983,Porbandar,YESB0000983,"Part Ground Floor, “Ramnik Bhuvan”, Station Road, Near Tv Tower, Porbandar, Gujarat. Pin – 360575",Gujarat
0984,Delhi - Kohat Enclave,YESB0000984,368 Kohat Enclave Pitampura Opp. Kohat Enclave Metro Station New Delhi 110034,Delhi
0985,Phagwara,YESB0000985,"Ground Floor, Plot No. 781, Guru Hargobind Nagar, Phagwara, Punjab - 144401",Punjab
0986,Greater Mumbai - Andheri Hubtown,YESB0000986,"Unit No.2, Gr Floor, Ns Phadke Marg, Near East West Flyover, Andheri (East), Mumbai - 400069.",Maharashtra
0987,Sirsa,YESB0000987,"Ground Floor Kalera Complex, Property No B 16/587, Khasra No 881, Dabwali Road,Sirsa,Haryana-125005",Haryana
0988,Dum Dum - Nager Bazaar,YESB0000988,"Unit No. 1& 1A, “Saltee Plaza”, Holding No. 1, Khudiram Bose Sarani, Ward No. 21, Dum Dum Municipality ,Kolkata West Bengal 700080",West Bengal
0989,Budhlada,YESB0000989,"Bank Road, Near Hdfc Bank, Bhudhlada - 151502.",Punjab
0990,Bangalore - Yelahanka,YESB0001040,"Part Ground Floor, No.339 ‘A’ Sector, 2Nd Stage, Yelahanka New Town, Bangalore – 560064",Karnataka
0991,Patiala - Dlf Colony,YESB0000991,"Ground Floor, Plot No - 23, Dlf Colony ,Tripari Saidan Patiala, Punjab-147001",Punjab
0992,Veraval,YESB0000992,"Shop No. 5,6,26,27,28,Ground Floor,Vinayak Plaza,Rajendra Road,Veraval Gujarat-362265",Gujarat
0994,Kolkata - Kasba,YESB0000994,"Yes Bank Ltd. Ground Floor, Premises No.  110 Bosepukur Road, Rashbehari Avenue Connector, Kasba, Kolkata 700 078 West Bengal",West Bengal
0995,Indri,YESB0000995,"G F, Municipal No.399/13, Hadbast No. 50, Indri Karnal Road, Near Mandi,132041",Haryana
0997,Ahmedabad - Bapunagar,YESB0000997,"Unit No. B/10, Ground Floor, “Pushkar Business Park“, Shyam Shikhar Cross Road, Bapunagar, Ahmedabad, Gujarat. Pin – 380024.",Gujarat
0998,Vadnagar,YESB0000998,"Yes Bank Ltd, Shop No.46 / 44 / 45 & 46 Munni Raj Complex Surve No. 3135 Vadnagar Dist Mehsana 384355",Gujarat
0999,Chittoor,YESB0000999,"Ground Flr No 8-8-1,8-8-2 & 8-8-3,Gandhi Road, Chittoorandhra Pradesh - 517001 Chittoor Andhra Pradesh 517325",Andhra Pradesh
1000,Machilipatnam,YESB0001000,"Ground Floor, No. 7/473-1, Godugu Pet Main Road, Ward No.7, Machilipatnam, Andhra Pradesh 521001",Andhra Pradesh
1001,Hyderabad - Vidyanagar,YESB0001001,"Part Ground Floor, No. 2-2-3, Adikmet, Shivam Road, Vidya Nagar, Hyderabad, Telangana 500044.",Telangana
1002,Goregaon East,YESB0001002,"Unit No. Lg1(Part), Db House, Cts No. 156/A/7/3(Pt), Yashodham, Gen. K Vaidya Marg, Goregaon (East), Mumbai, Pin – 400063",Maharashtra
1003,Kolkata - Sarat Bose Road,YESB0001003,"Yes Bank Ltd.Ground Floor, 6, Sarat Bose Road, Kolkata – 700020",West Bengal
1004,Ratlam,YESB0001004,Part Ground Floor House No 27/126/109 Station Road Ratlam Madhya Pradesh 457001,Madhya Pradesh
1005,Shri Dungargarh,YESB0001005,"Yes Bank Ltd Ward No. 12,Value Zone 12, Bigga Bas, Station Road,Sri Dungargarh (Distt. Bikaner) Rajasthan-331803.",Rajasthan
1007,Ludhiana - Humbaran Road,YESB0001007,"Gr Fl,Shop1 & 2,Goel Hosiery Mills, Khasra No.5//11-5//20/1, Humbran Road , Ludhiana 141004",Punjab
1008,Dharwad,YESB0001008,"Part Ground Floor, C.T.S. No. 70/A/2/ Hyg, P.B. Road, Near Nttf, Dharwad, Karnataka – 580001.",Karnataka
1009,Ongole,YESB0001009,"Part Ground Floor, Door No. 5-35, Sri Ganesh Plaza, Kurnool Road, Ongole – 523001",Andhra Pradesh
1010,Belgaum Ii,YESB0001010,"Part Ground Floor, No. 82, Sri Swami Samarth Arcade, Khanapur Road, Tilakwadi, Belgaum, Karnataka - 590006.",Karnataka
1011,Bangalore - Peenya,YESB0001011,"Part Ground Floor, Plot No. 325, 4Th Phase, Peenya Industrial Area, Bangalore, Karnataka – 560058.",Karnataka
