Branch Code,Branch Name,IFSC Code,Address,State
Br Code,Br. Name,IFSC Code,Branch Addres,State
0380,Curchorem,YESB0000380,"Meghkunj Shop No 4&5 Opp Police Station,Curchorem,Goa- 403706",Goa
0381,Ujjain,YESB0000381,"Yes Bank Ltd 22 Shanku Marg, Madhav Nagar, Free Ganj. Ujjain-456001",Madhya Pradesh
0382,Haileymandi,YESB0000382,"Ground Floor, Khewat No. 1070/1145, Killa No. 140/6/1,5-0, Pataudi Road, Po Haily Mandi, District, Gurgaon, Haryana, Pin 122504",Haryana
0383,Badli,YESB0000383,"Plot No. 429, Khewat No. 160/148, Khatauni No. 179, Village Badli, Tehsil Bahadurgarh, Distt Jhajjar, Haryana 124105",Haryana
0384,Khekra,YESB0000384,"Ground Floor, Shop No-193 & 194 Ward No- 06 Post - Khekra Distt- Baghpat, Pin - 250101",Uttar Pradesh
0385,Dhanbad,YESB0000385,"2 Lg, Shri Ram Mall, Bank More, Dhanbad, Jharkhand 826001",Jharkhand
0386,New Delhi - Gk 2,YESB0000386,"Ground Floor, Plot No, M-31A, M-Block Market, Greater Kailash-Ii, New Delhi, New Delhi-110048",Delhi
0387,New Delhi - Rohini 2,YESB0000387,"Ground And Basement Floor Plot9 Blocke-1 Sector7,Rohini,New Delhi ,110085",Delhi
0388,New Delhi - Vikas Puri,YESB0000388,"G-148, Ground & Basement Floor, Vikaspuri, New Delhi-110018",Delhi
0389,Firozpur Cantt.,YESB0000389,"Ground Floor, Building No Et-30/26, The Mall Road, Ferozepur, 152002",Punjab
0390,Ludhiana - Milanganj,YESB0000390,"Plot No B, 15-91, Millerganj, G.T.Road, Ludhiana-141003",Punjab
0391,Rishikesh,YESB0000391,"16,City Centre,Dehradun Road,Rishikesh, 249201",Uttarakhand
0392,Deesa,YESB0000392,"Ground Floor Shop No 5,6,11,12, Sankalp, Near Gayatri Mandir, Highway Road, Deesa - 385535Ahmedabad, Gujarat.",Gujarat
0393,Kota,YESB0000393,"Ground And Mezzanine Floor, “Jai Heights”, Gumanpura Main Road, Gumanpura, Po Kota Pin 324001 ( Rajasthan)",Rajasthan
0394,Ahmedabad - Naranpura,YESB0000394,"Ground Floor, Shop No. 12, Shivalik Yash, Near Shastri Nagar Brts Road, Naranpura, Ahmedabad - 380013.",Gujarat
0395,Unjha,YESB0000395,"G4-G5 Ground Floor, Pinakin Building, Opp To Apmc Main Gate, Ganj Bazar, Golai Gate, Station Road Unjha – 384170 Ahmedabad , Gujarat.",Gujarat
0397,Pune - Kalyani Nagar,YESB0000397,"Ground Floor, Shop Nos 1 -2, The Sovereign, Lane No. 4, Prathamesh Society, Kalyani Nagar, Pune, Maharashtra - 411006",Maharashtra
0398,Nashik - Nashik Road,YESB0000398,"Shop No. 3 A,S. No. 17 C/5 6, Star Zone Mall, Near Passport Office, Nashik Road, Nashik, Maharashtra- 422011",Maharashtra
0399,Katargam,YESB0000399,"Ground Floor, Shop No. 3, 4, 5 & 6, Sar Corporate Park, Plot No. 108, Katargam, Surat, Pin – 395004, Gujarat.",Gujarat
0400,Surat - Varachha Road,YESB0000400,"Ground Floor, Unit No. 6, Mangaldeep Complex, F P No. 86, Tps 17 (Fulpada), R.S. No. 63/A, 63/B, Moje Fulpada, Near Hirabaug Circle, Varaccha Main Road, Surat, Pin – 395006, Gujarat",Gujarat
0411,Sehore (M),YESB0000411,"Arya Trade Centre, Part Ground Floor,Indore Bhopal Road,Near New Bus Stand, Sehore-466001",Madhya Pradesh
0412,Pune - Aundh,YESB0000412,"Gr. Flr. 16,17,18, Westend Plaza, New D P Road, Near D'Mart, Aundh, Pune-411007",Maharashtra
0413,Hyderabad - Rp Road,YESB0000413,"H.No: 7-2-619 & 620, R.P. Road,Opp City Light Hotel,Rp Road,Secunderabad, 500003",Telangana
0415,Bangalore - Bannergatta Road,YESB0000415,"Bda No 10, J.P Nagar, Iii  Phase, Bannerghatta Road, Bangalore 560078",Karnataka
0416,Ghodbunder Road,YESB0000416,"Shop No 2 On Grd Flr, M.K Plaza,,Near Anand Nagar,,Owale, Godhbunder Road, 400607",Maharashtra
0417,"S V Road, Kandivili (W)",YESB0000417,"Shop No. 1, Milap Cinema, S. V. Road, Kandivali West, Mumbai -400067",Maharashtra
0418,Chennai - T Nagar,YESB0000418,"Yes Bank Ltd , Ground Floor And First Floor,New Door No.31,Old Door No 15,Plot No.109,Block No.2, Bazulla Road T Nagar , Chennai 600017",Tamil Nadu
0419,Lower Parel,YESB0000419,"Ground Floor, Lodha Supremus, Senapati Bapat Marg, Lower Parel, Mumbai - 400013",Maharashtra
0420,Shahibaug,YESB0000420,"Shop Nos. 3, 4 And 5, Ground Floor, “Amarkunj”, Shahibaug, Ahmedabad, Gujarat 380004",Gujarat
0421,Shoppers Stop - Andheri (W),YESB0000421,"Part Of Gr Floor & Basement, S V Road, Shoppers Stop, Andheri W, Mumbai-58",Maharashtra
0422,Colaba,YESB0000422,"Part Of Grd Flr, Regal Cinema Buldg,Shahid Bhagat Singh Road, Shyama Prasad Mukherji Chowk, Colaba,Mumbai-400005",Maharashtra
0423,Malviya Nagar,YESB0000423,"C-79, Bank Street, Malwiya Nagar, New Delhi - 110017",Delhi
0424,Abids,YESB0000424,"5-4-736, Nampally Station Road, Abids ,Hyderabad, 500001",Telangana
0425,Por,YESB0000425,"Shop No. D - 5, 6 & 7, Plot No. 22, Bombay Shopping Centre, Village Por, Dist: Baroda, Gujarat – 341243.",Gujarat
0426,Mumbai - Saki Naka,YESB0000426,"Shop No.4 5,Sagar Tech Plaza,,Andheri Kurla Road,,Sakinaka Junction,400072",Maharashtra
0427,Bangalore - J P Nagar,YESB0000427,"Block B, Brigade Millennium Road ,6Th Phase,  Near Royal School, Bangalore - 560078",Karnataka
0429,Khandevla,YESB0000429,"Ground Floor, Makaan No-158, Khasra 111/325, Vpo Khandewla, Tehsil Farukh Nagar, Gurgaon-122504",Haryana
0430,Kherla,YESB0000430,"Ground Floor, Khasra No-208, Vpo Kherla, Tehsil Sohna, Gurgaon-122102",Haryana
0432,Hayatpur,YESB0000432,"Ground Floor, Khasra No 14, Khevat 38/4-5/1-6/2, Vpo Hayatpur, Tehsil Gurgaon Distt Gurgaon Haryana-122505",Haryana
0433,Nawada Fatehpur,YESB0000433,"Ground Floor, Khasra No 98, Vpo Nawada Fatehpur, Tehsil Manesar, Gurgaon-122004",Haryana
0441,Chimbhali,YESB0000441,"Ground Floor, Premises Bearing No. 294 & 295, Post - Chimbali, Taluka – Khed, Dist. – Pune, Maharashtra - 412105.",Maharashtra
0442,Warulwadi,YESB0000442,"Shop No. 3, Ground Floor, Sidhivinayak Housing Society, Survey No. 656/ 5, Post – Warulwadi, Taluka – Junnar, Dist. Pune, Maharashtra 410504.",Maharashtra
0443,Kolkata - Alipore (Judges Court),YESB0000443,Yes Bank Ltd Alipore Branch 2/3 Judges Court Road Kolkata 700027,West Bengal
0444,Jabalpur,YESB0000444,"Ground And First Floor, 509/510 Madhulal, Civic Center, Mahataal, Jabalpur, Madhya Pradesh-482001",Madhya Pradesh
0445,Kanpur - Govind Nagar,YESB0000445,"Yes Bank Limited, Ground Floor & First Floor, 124/249, C - Block, Govind Nagar, Kanpur, Uttar Pradesh -208006",Uttar Pradesh
0446,Chandigarh - Sector 17C,YESB0000446,"Sco 179-180, Sector 17 C Chandigarh 160017",Chandigarh
0447,Deolali,YESB0000447,"Yes Bank Ltd. Shop No.3, Ground & Mezzanine Floor, Renuka Plaza, 41/1 Howsen Road, Deolali Camp, Nashik- 422401",Maharashtra
0449,Delhi - Mayur Vihar,YESB0000449,"A -15, Upper Ground Floor, Acharya Niketan, Mayur Vihar Phase 1,Delhi – 110091",Delhi
0450,Varanasi,YESB0000450,"Ground Floor, C-19/134 M.B Tulsi Complex, Sigra, Varanasi, Uttar Pradesh-221010",Uttar Pradesh
0451,Parel,YESB0000451,"Ground Floor, Unit No. 9,Centre Point,Parel, 400013",Maharashtra
0452,Mysore,YESB0000452,"N0 145, Pamas, Kalidasa Road, Jayalakshmipuram Mysore 570002",Karnataka
0453,Gandhidham,YESB0000453,"Part Ground Floor, Plot No. 345, Ward No. 12-B, Bank Street, Gandhidham – 370201, Gujrat",Gujarat
0454,Kottayam,YESB0000454,"Part Ground Floor, Steelite Building, K K Road, Kottayam-686002",Kerala
0455,Rajdhani Enclave,YESB0000455,"Yes Bank Limited 275, Road No 44 Rajdhani Enclave, Rani Bagh, New Delhi – 110034",Delhi
0456,Chawri Bazar,YESB0000456,"First Floor, Second Floor,And Third Floor,Plot No 85 To 88, Chawri Bazaar - 110006",Delhi
0457,Veera Desai Road,YESB0000457,Shop No. 1 Kshitij Opp Andheri Sports Complex Veera Desai Road Andheri West 400054,Maharashtra
0458,Mumbai - Pali Hill,YESB0000458,"Part Ground Floor, Landmark,St. Johns Road, Pali Naka,Pali Road, Bandra (W), 400050",Maharashtra
0459,Vile Parle East,YESB0000459,"Ground floor, Shop no’s 1, 1A, 2, 3, 4, Vireshwar Jyot Building, Plot no. 89, TPS no. 1, Junction of Tejpal Road - Hanuman Road, Vile Parle (East), Mumbai 400057",Maharashtra
0460,Jamshedpur,YESB0000460,"Yes Bank Ltd, Ground Floor, The Sanctum, 141, Snp Area, Aambagan, Sakchi, Jamshedpur, Jharkhand- 831001",Jharkhand
0461,Prabhadevi,YESB0000461,"Part Grnd Flr,Bengal Chemicals,Bldg,Swatantrya Veer Savarkar,Marg, Prabhadevi, 400025",Maharashtra
0462,Pimple Saudagar,YESB0000462,"Ground Floor, Survey No 141/2,3,4,5, Rajaveer Palace, Phase 2, Pimple Saudagar, Pune - 411027 Maharashtra",Maharashtra
0463,Kollam,YESB0000463,"Ground Floor, Door No: 96 Upasana Nagar , Near Upasana hospital, Kollam 691 001, Kerala",Kerala
0464,Bangalore - Banshankari,YESB0000464,"Ground  Floor 282 R V Mansion 100 Feet Ring Road, 560085",Karnataka
0465,Amritsar - Hall Bazar,YESB0000465,"Ground & First Floor,Plot No 103,Scheme Ram Bagh,Hall Bazaar Amritsar Punjab-143001",Punjab
0466,Delhi - Kalkaji,YESB0000466,"F-16, Ground Floor And Basement Kalkaji Near Deshbandhu College, 110019",Delhi
0467,Delhi - Patel Nagar (East),YESB0000467,"14/17 Ground Floor And Basement , East Patel Nagar New Delhi 110008",Delhi
0468,Ludhiana - Sunder Nagar,YESB0000468,"B-24/2593, Gf/Ff, Jagat Nagar, Sunder Nagar Chowk, Ludhiana - 141007",Punjab
0469,Kurla-Mumbai,YESB0000469,"Part of Ground floor Hindu Women's Welfare Hostel building, 172, LBS Road Kurla West, Mumbai - 400070",Maharashtra
0470,Ghaziabad - Vaishali,YESB0000470,"Ground Floor, Gf1, Mahalaxmi Plaza, Plot No. Vc-2, Sector-3, Vaishali, Ghaziabad (Up) 201012",Uttar Pradesh
0471,Delhi - Sunder Nagar,YESB0000471,"Ground Floor 29, Sunder Nagar Market, New Delhi - 110003",Delhi
0472,Moga,YESB0000472,"Sco-29-30, Gf, Near Improvement Trust Building, G.T.Road, Moga, Punjab – 142001",Punjab
0473,Kolkata - Tollygunj,YESB0000473,"Yes Bank Limited  Ground Floor 193 N S C Bose Road, Tollygunj Kolkata 700040",West Bengal
0474,Bhopal - Hamidiya Road,YESB0000474,"Ground Floor and Mezzanine Floor, Plot No – M2 & M3, Israni Market, Hamidia Road, Bhopal, Madhya Pradesh – 462001",Madhya Pradesh
0475,Rajkot - Ring Road,YESB0000475,"Shop No. A 5, Ground Floor, Solitaire, 150 Ring Road, Rajkot, Gujarat. Pin – 360007.",Gujarat
0476,Bangalore - Kamanhali,YESB0000476,"Ground Floor & Basement, 408, 4th Cross, CMR Road, HRBR II Block, Kalyan Nagar, Bangalore 560 043.",Karnataka
0477,Hyderabad - Mehdipattanam,YESB0000477,"First Floor, Star Venue, H.No. 10-3-304/12, Humayun Nagar, Medhipatnam, Hyderabad, Andhra Pradesh. Pin - 500028",Telangana
0478,Indore - Gorakunj Choraya,YESB0000478,Ground Floor R M Tower Ward No. 8 Municipal No. 269 Gorakunj Chorayaa Near Rajwada    M G Road Indore -452001,Madhya Pradesh
0479,Gurdaspur,YESB0000479,"Ground Floor, Khasra No. 1763/6/8, Hadbast No. 337, Tibri Road, Gurdaspur-143521",Punjab
0480,Ahmedabad - Prahlad Nagar,YESB0000480,"Shop No. G-2, Commerce House – 4, 100 Ft. Road, Nr. Safal Pegasus, Pralhadnagar, Ahmadabad, Gujrat. Pin: 380015",Gujarat
0481,Guwahati 3 - Beltola,YESB0000481,"Yes Bank Ltd , Shop No 95,102,104,105 , First Floor ,Megha Plaza Complex, Basistha Chariali , Guwahati , Assam 781028",Assam
0482,Guwahati 2 - Fancy Bazar,YESB0000482,"Yes Bank Ltd, Ground Floor, Arham Plaza, M.G Road, Near Lakhi Gali, Guwahati- 781 001",Assam
0483,Jaipur - Vaishali Nagar,YESB0000483,"E -1 & E- 45, Ground Floor, Udb Hall Mark Building, Gautam Marg, Vaishali Nagar, Jaipur 302021.",Rajasthan
0484,Tiruppur,YESB0000484,"Part Ground Floor Plt No 266,Balamurugan Complex Avinashi Road, Tirupur - 641602",Tamil Nadu
0485,Tirupati,YESB0000485,"Ground Floor, 13-3-92/A1, Tilak Road, Opp.Premanand Hospital, Tirupati-517501",Andhra Pradesh
0486,Hoshiarpur,YESB0000486,"Yes Bank Ltd. Ground Floor , Sco 18-19 Scheme 11, Chandigarh Road, Hoshiarpur-146001",Punjab
0487,Gurgaon - Dlf Cross Point,YESB0000487,"Upper Ground Floor, B-247, Supermart Commercial Complex-I, DLF Qutab Enclave Complex, Phase-IV, Gurugram-122002",Haryana
0488,Hyderabad - Jubilee Hills,YESB0000488,"Unit Nos. G-1 And G-2 Ground Floor Jubilee Square Jubilee Hills Road No.36 Hyderabad, Telangana - 500028",Telangana
0489,Chandigarh - Sector 27,YESB0000489,"Ground Floor, S.C.O 12 & 13, Sector-27, Chandigarh-160019.",Chandigarh
0490,Baramati,YESB0000490,"Shop No. 2 Ground Floor, Sanghvi Township, Bhigwan Road, Baramati, Maharashtra – 413102.",Maharashtra
0491,Kharagpur,YESB0000491,Kharagpur Branch Kharida Main Road Rajvansh House Plot No 1551 1553 Kharagpur West Midnapore West Bengal 721301,West Bengal
0492,Calicut,YESB0000492,"Ground Floor, Dream West Building , Near Kanakalaya Bank Jn ,West Hill Post, Calicut 673005",Kerala
0496,Kabri,YESB0000496,"Vpo Kabri , Near Govt School Kabri Pin Code 132103",Haryana
0497,Mehrana,YESB0000497,"Yes Bank Ltd Near Lcrt Public Vill Mehrana Po Dahar ,132145",Haryana
0499,Kherka Gujar,YESB0000499,"Gaon Kherka Gujjar, Dist. Jajjhar Pincode-124507",Haryana
0500,Kanonda,YESB0000500,"Near Shani Mandir,Gaon Kannonda, Dist. Jajjhar Pincode-124505",Haryana
0504,Garhi Bazidpur,YESB0000504,"Ground Floor, Village Garhi Bazidpur, Mustakil No.61, Kila No.42/1, Tehsil Sohna, Gurgaon, Haryana - 122102",Haryana
0505,Navarangpur,YESB0000505,"Ground Floor, Mustakil No. 79, Kila No. 20/1, Village-Naurangpur, The-Manesar, Gurgaon, Haryana 122004",Haryana
0506,Kankrola,YESB0000506,"Ground floor, Plot no. 23, Killa no. 25/1/1, Village-Kankrola, Post- Bhangrola, Gurugram, Haryana-122505",Haryana
0508,Raisen,YESB0000508,"Ground Floor Mukhrjee Nagar, Sagar Road, Ward No 11, Raisen-464551",Madhya Pradesh
0509,Dhar,YESB0000509,"Shop No1,2,3,26,27 Ground Floor ,Silver Hill Colony ,Indore -Ahemedabad Highway ,Dhar 454001",Madhya Pradesh
0510,Adampur,YESB0000510,"Yes Bank Ltd, Ground Floor, High Cross Mall, Khasra Number 48/1 (1-6), Hoshiarpur Road, Adampur, Punjab-144102",Punjab
0511,Jalandhar - Model Town,YESB0000511,688 R Model Town Jalandhar-144003,Punjab
0513,Bangalore - Sahakar Nagar,YESB0000513,"Ground Floor 44 & 45 Sahakar Nagar, 60 Feet Road, Bangalore 560 092",Karnataka
0514,Delhi - East Of Kailash,YESB0000514,"E 10A , East Of Kailash ,New Delhi -65",Delhi
0515,Ghaziabad - Rajinder Nagar,YESB0000515,"Plot No. 82, Sec 5, Tha Rajendra Nagar , Ghaziabad (U.P.), 201005",Uttar Pradesh
0516,Thrissur,YESB0000516,"Ansari Complex, Upper Ground Floor XXI/459 Kunnamkulam Road, West Fort, Thrissur 680 004.",Kerala
0517,Delhi - Sector 7 Dwarka,YESB0000517,"C -1/713, Sector 7, Dwarka New Delhi 110075",Delhi
0518,Delhi - Hudson Lines,YESB0000518,"Ground Floor & Basement , Shop No 11 & 12, Main Bazaar , Hudson Lane , Kingsway Camp, New Delhi - 110009",Delhi
0519,Hyderabad - Kukatpally,YESB0000519,"Store No 106 & 107, Upper Ground Floor, Alluri Trade Centre, Kukatpally, Hyderabad, Andhra Pradesh - 500 072.",Telangana
0520,Vadodara - Kareili Baug,YESB0000520,"Shop No. 13 & 14, Ground Floor, Shrushti Avenue, Opp. Amrapali Complex, Kareli Baug Road, Baroda, Gujarat. Pin – 390018.",Gujarat
0521,Chhindwara,YESB0000521,"Ground Floor, Shop No 2, Sharma Complex, Nazul Block # 46,Plot No 60/2,Parasia Road Chhindwara,M.P.-480001.",Madhya Pradesh
0522,Delhi - Janakpuri C Block,YESB0000522,"Ground Floor, C3/10 ( Left Wing)Janakpuri,New Delhi-110058",Delhi
0523,Tiruchirappalli,YESB0000523,"Star Towers B-11, Colony Main Road, 11Th Cross Thillai Nagar, Tiruchirapalli, Tamil Nadu - 620018",Tamil Nadu
0524,Delhi - Mohan Cooperative Area,YESB0000524,"Ground Floor,B1/A12, Mohan Co Operative Industrail Estate, New Delhi 110044",Delhi
0525,Greater Mumbai - Chembur East,YESB0000525,"Shop No. 1 & 2, Villa Geraldine Building, Central Avenue Road, Chembur (East) Mumbai - 400071",Maharashtra
0526,Jammu 2,YESB0000526,"Yes Bank Ltd, Ground Floor & Mezzanine, Cosmo Hotel Building, Residency Road, Jammu-180001",Jammu & Kashmir
0527,Bilaspur,YESB0000527,"Khasra No 593/8, 594/14, 594/15,595/7, 593/9, 594/16, 594/17,595/8,In Mouza Juna, Link Road, BILASPUR, CHHATISGARH 495001",Chhattisgarh
0528,Tiruvalla,YESB0000528,"Ground Floor, Kaleekal, Vadakethil Post, Muthor, Thiruvalla, Kerala 689107",Kerala
0529,Bikaner,YESB0000529,"Ground Floor & First Floor, Silver Square, Rani Bazaar, Bikaner (Raj), Pin: 334001",Rajasthan
0530,Dausa,YESB0000530,"Ground Floor, Khasara No. - 1496, Jaipur Agra Road, Dausa - 303303",Rajasthan
0531,Faridabad (Nit),YESB0000531,Bp-47 Neelam Bata Road Nit Faridabad -121001,Haryana
0532,Sas Nagar ( Mohali) - 3B2,YESB0000532,"Sco – 37, Phase 3B2, Sas Nagar, Mohali – 160 060",Punjab
0533,Jamnagar,YESB0000533,"Part Ground Floor, Jaydev Arcade, Park Colony, Near Jogger'S Park, Jamnagar, Gujrat, Pin - 361008.",Gujarat
0535,Bangalore - Hsr Layout,YESB0000535,"90, Ground Floor, 17Th Cross 4Th Sector Hsr Layout Bangalore-560102",Karnataka
0536,Ankleshwar,YESB0000536,"Shop No. 1, 2, 3 And 10, Roshani Plaza, Old Nh-8, Gidc, Ankleshwar, Gujrat, Pin 393002.",Gujarat
0537,Vidisha,YESB0000537,"Yes Bank Ltd , Ground Floor , Plot No 3, Arihant Vihar Phase 1 , Vidisha, Madhya Pradesh - 464001",Madhya Pradesh
0538,Bangalore - Bvk Iyengar,YESB0000538,"68, Bvk Iyengar Road Near Abhinay Theater And Maharaja Complex Bangalore 560053",Karnataka
0539,Sibsagar,YESB0000539,"Ground Floor, Ward No Xii,Temple Road,,Sivasagar, Assam, 785640",Assam
0540,Nagpur - Telephone Square Chowk,YESB0000540,"Part Ground Floor,Sahyog, Plot No 33,Opp.Telephone Exchange,Telephone Exchange Square,Nagpur,Maharashtra 440008.",Maharashtra
0541,Imphal,YESB0000541,"Ground Floor-Atm & First Floor, Patta No. 1285, Dag No. Xv/222/453, & Xv/222, Thangal Bazaar, Imphal West, Manipur - 795001",Manipur
0542,Puducherry,YESB0000542,"Yes Bank Ltd , Part Ground & 1St Floor, R.S No 239 Pt, T.S No 60 & 61, Block No. 10, Ward C, Door No. 24, Ambalathadayar Madam Street, Pondicherry- 605001",Puducherry
0543,Dimapur,YESB0000543,"Grnd Flr-Atm And First Flr,,Patta No.108, Block No.6,,G.S.Road, Dimapur,Pin- 797112",Nagaland
0544,Jalandhar - Sodal Road,YESB0000544,"Sco 29-32, Silver Plaza, Ppr Mall, Sodal Road, Jalandhar, 144004",Punjab
0545,Ludhiana - Brs Nagar,YESB0000545,"Scf-11,12, Brs Nagar, Main Market. Ludhiana 141004",Punjab
0546,Betul,YESB0000546,"Yes Bank Ltd, Plot No.1/56,Ground Floor,Rajendra Ward,Betul  Madhya Pradesh, 460001",Madhya Pradesh
0547,Belgaum,YESB0000547,"Part Ground Floor, Thakkar Plaza, Club Road, Belgaum - 590001",Karnataka
0548,Bhuj,YESB0000548,"Shop No. 1 & 2, Ground Floor, Sunrise Tower, Opp. Gujarat Electricity Board, Jubilee Ground, Bhuj , Kutch, Gujarat. Pin – 370001.",Gujarat
0549,Seoni Malwa,YESB0000549,"Yes Bank Ltd.Ward No 15, Block No. 2, Rajeev Gandhi Ward. Main Highway Road, Seoni Malwa, Distt Hoshangabad, 461223",Madhya Pradesh
0550,Greater Mumbai - Kanjur Marg,YESB0000550,"Shop No. 1, “A” Wing, “Gundecha Altura Co-Op. Hsg. Soc. Ltd.”, L. B. S. Marg, Plot No. 607-C/1, Village–Kanjur, Bhandup (W), Mumbai 400 078",Maharashtra
0551,Pune - Bund Garden,YESB0000551,"Ground Floor, Shop no. 1, Parakh House, Boat Club Road, Pune, Maharashtra, Pin: 411 001",Maharashtra
0552,Siliguri,YESB0000552,"Yes Bank Ltd.Holding No. 271/3/214, Ward No. 11, Anil Distributors, Sevok Road, Siliguri-734001",West Bengal
0553,Pipariya,YESB0000553,"Ground Floor 17 D/Plot No 98, Old Grain Market, Pipariya-461775 (M.P.)",Madhya Pradesh
0554,Gwalior,YESB0000554,"Ground Floor , Plot No -45 City  Centre Gwalior-474011",Madhya Pradesh
0555,Kochi 2,YESB0000555,"Ground Floor, Syama Business Centre, Nh Bypass, Vytilla, Kochi-682019",Kerala
0556,Agra - Sadar Bazar,YESB0000556,"Yes Bank Ltd, Plot No. 20 & 20A, Sadar Bazar, Cantonment Board, Distt. Agra- 282001, Up",Uttar Pradesh
0557,Delhi - Tilak Nagar,YESB0000557,"Ground Floor-Basement 5A/15 Tilak Nagar, New Delhi -110018",Delhi
0559,Nidhrad,YESB0000559,"Part Ground Floor, Near Panchayat Office, Village: Nidhrad, Taluka: Sanand, District; Ahmedabad, Gujarat. Pin – 382115",Gujarat
0565,Kolkata - Kankurgachi,YESB0000565,"Yes Bank Ltd, Kankurgachi Branch. P-253 Cit Road Scheme Vim, Ground Floor Kankurgachi Kolkata 700054 West Bengal",West Bengal
0568,Vadsala,YESB0000568,"Ground Floor, Mahadev Fadia, Post Vadsala, Dist:- Vadodara. Pin – 391240.",Gujarat
0569,Jhalawar,YESB0000569,"Yes Bank Ltd, Jhalawar Ground Floor Hotel Kamal Palace Nh 12, Jhalawarpatan Road, Jhalawar Rajasthan 326001",Rajasthan
0570,Ajaib,YESB0000570,"Ground Floor, Khasra no 104/3/2/2, Village Ajaib, Tehsil Meham, District Rohtak, 124111 (Haryana)",Haryana
0572,Dhamar,YESB0000572,"Part Ground Floor, Khasra No 100//5/3/2 , Village Dhamar, Tehsil And District Rohtak, Haryana. Pin- 124401",Haryana
0573,Nilauthi,YESB0000573,"Part Ground Floor, Khasra No 252 Min, 253/1 Min, 253/2 Min, 254 Min & 260/1 Min, Village- Nilauthi, Teh – Bahadurgarh, Distt. - Jhajjar, Haryana. Pin-124404",Haryana
0574,Dhor,YESB0000574,"Ground Floor, Khasra No 299, Village- Dhor, Teh – Bahadurgarh, Distt. - Jhajjar, Haryana 124201",Haryana
0576,Samchana,YESB0000576,"Ground Floor, Old Khasra No 6114, Khatoni No -450, Village- Samchana, Teh – Sampla, Distt. - Rohtak, Haryana. Pin-124404",Haryana
0577,Greater Mumbai - Charni Road,YESB0000577,"Ground Floor, Shop No. 4, 5 & 6, Dhootpapeshwar Prasad, Jai Teen Murti CHS, Jagannath Shankar Sheth Marg, Girgaon, Mangalwadi, Mumbai : 400 004",Maharashtra
0580,Marot,YESB0000580,"Ground Floor, Khasra No 29//4/2/2, Village- Marot, Tehsil & Distt. - Jhajjar, Haryana. Pin-124106",Haryana
0581,Ladpur,YESB0000581,"Ground Floor, Khasra No 109, Village- Ladpur, Tehsil & Distt. - Jhajjar, Haryana. Pin-124105",Haryana
0582,Bhaini Chanderpal,YESB0000582,"Ground Floor, Property No. 165, Bhaini Chanderpal, Tehsil Meham, Distt. - Rohtak, Haryana. Pin-124112",Haryana
0585,Pune - Magarpatta,YESB0000585,"Ground Floor, Shop no 6, Kumar Prism, Mundhawa, Pune Maharashtra – 411036",Maharashtra
0586,Hyderabad - Malakpet,YESB0000586,"Ground Floor,16-11-1/1/A, Moosarambagh,Saleem Nagar,Malakpet, 500036",Telangana
0587,Guntur,YESB0000587,"Ground Floor, Satya Akarsha, T S No. 2/5, Door No. 5-87-32, Lakshmipuram Main Road, Guntur,Andhra Pradesh 522 007.",Andhra Pradesh
0589,Atail,YESB0000589,"Ground Floor, House No 111 Constructed On Khasra No. 4419, Khatoni No. 288, Khewat No. 153, Bashrah No. 4376, Village Atail, Tehsil Sampla, Dist Rohtak, Haryana, Pincode-124501",Haryana
0590,Sunderpur,YESB0000590,"Ground Floor, Khewat No. 489, Khatoni No. 573, Khasra No. 37//3/2(2-6), Village Sunderpur, Tehsil And District Rohtak, Haryana, Pincode-124001",Haryana
0591,Jakhoda,YESB0000591,"Ground Floor, Khewat No. 303, Khasra No. 45//2(1-0), Village Jakhoda, Tehsil Bahadurgarh, District Jhajjar, Haryana, Pincode-124505",Haryana
0593,Noida - Sector 132,YESB0000593,"Yes Bank Ltd. Ground Floor, Unit No. 4005, Tower -4, B-36, Express Trade Tower 2, Sector 132. Noida, Uttar Pradesh - 201301",Uttar Pradesh
0594,Chennai - R K Salai,YESB0000594,"Yes Bank Ltd , No.108, Ground Floor,Lancor Westminster, Dr. Radhakrishnan Salai , Mylapore, Chennai-600004",Tamil Nadu
0595,Visakhapatnam - Dwarka Nagar,YESB0000595,"Yes Bank Ltd., Ground & First Floor, Ag Avenue, D No 47-10-15, Dwarka Nagar, 2Nd Lane, Vishakapatnam, Andhra Pradesh 530016.",Andhra Pradesh
0596,Greater Mumbai - Mulund West,YESB0000596,"Shop No. 12 A & B And Unit No. 103 B, Gr. And First Floor, Shankardhan Plaza, Junction Of M. M. Road & Nahur Road, Mulund (West), Mumbai, Maharashtra, Pin: 400080",Maharashtra
0597,Connaught Place 2,YESB0000597,"Ground & Mezzanine Floor, Gobind Mansion, 18-19, H - Block, Near Petrol Pump On Outer Circle, Connaught Place, New Delhi - 110001.",Delhi
0598,Delhi - Shastri Nagar,YESB0000598,"Ground Floor & Basement, E-2/236, Shastri Nagar, New Delhi-110052.",Delhi
0599,Bangalore - Vijay Nagar,YESB0000599,"N0.4, 17Th Cross,Ground Floor,M.C Layout,(Behind Maruti Mandir),Vijayanagar,Bangalore-560040",Karnataka
0600,Khanna,YESB0000600,"Yes Bank Ltd, Ground Floor & First Floor, Shop No 394 & 946, G.T Road, Khanna, Punjab-141401",Punjab
